TOTAL_READS	EXPECTED_DISTINCT	LOWER_0.95CI	UPPER_0.95CI
0	0	0	0
1000000.0	801302.6	774616.4	838800.8
2000000.0	1417259.9	1315181.2	1571405.7
3000000.0	1910736.7	1716968.0	2250283.9
4000000.0	2314592.9	2027436.4	2904416.3
5000000.0	2651826.1	2274558.7	3504187.2
6000000.0	2937053.9	2475932.2	4050592.2
7000000.0	3181764.4	2642561.4	4559876.9
8000000.0	3393542.1	2782969.8	5035774.4
9000000.0	3578046.0	2902980.5	5482196.5
10000000.0	3740815.8	3006737.6	5933993.2
11000000.0	3885478.6	3097333.7	6364764.3
12000000.0	4014933.7	3177123.5	6775626.4
13000000.0	4132361.5	3247931.8	7167955.3
14000000.0	4238647.9	3311194.2	7542998.9
15000000.0	4335306.9	3368056.0	7901892.5
16000000.0	4423589.9	3419441.8	8245672.0
17000000.0	4504540.5	3466106.3	8575284.9
18000000.0	4579035.7	3508671.5	8891599.6
19000000.0	4647818.1	3547655.0	9185168.1
20000000.0	4711520.7	3583490.6	9458000.8
21000000.0	4770686.1	3616544.7	9719275.8
22000000.0	4825782.4	3647129.1	9969712.6
23000000.0	4877215.4	3675510.6	10209972.0
24000000.0	4925338.8	3701919.0	10440662.1
25000000.0	4970462.1	3726553.1	10662343.7
26000000.0	5012857.3	3749585.9	10875534.3
27000000.0	5052764.5	3771168.6	11080712.9
28000000.0	5090396.6	3791434.0	11278322.7
29000000.0	5125942.7	3810499.1	11468775.0
30000000.0	5159571.5	3828467.5	11652451.9
31000000.0	5191434.2	3845431.2	11829708.6
32000000.0	5221666.2	3861472.2	12003783.4
33000000.0	5250389.8	3876663.6	12176118.0
34000000.0	5277714.9	3891071.4	12342951.2
35000000.0	5303741.3	3904754.6	12504542.9
36000000.0	5328559.5	3917766.5	12661136.9
37000000.0	5352251.6	3930155.3	12812962.1
38000000.0	5374892.6	3941964.8	12960233.5
39000000.0	5396551.0	3953234.6	13103153.5
40000000.0	5417289.3	3964001.0	13241912.4
41000000.0	5437165.0	3974296.9	13376689.9
42000000.0	5456230.8	3984152.5	13507655.1
43000000.0	5474535.2	3993595.4	13634967.8
44000000.0	5492122.9	4002651.1	13758779.1
45000000.0	5509035.2	4011342.9	13879231.7
46000000.0	5525310.2	4019692.2	13996460.6
47000000.0	5540983.4	4027719.0	14110593.9
48000000.0	5556087.5	4035441.6	14221752.6
49000000.0	5570653.0	4042876.9	14330051.9
50000000.0	5584708.1	4050040.6	14435600.7
51000000.0	5598279.2	4056947.5	14538502.8
52000000.0	5611390.9	4063611.0	14638856.6
53000000.0	5624066.2	4070043.8	14736755.7
54000000.0	5636326.4	4076257.7	14832289.2
55000000.0	5648191.6	4082263.7	14925542.0
56000000.0	5659680.7	4088072.0	15016594.9
57000000.0	5670811.1	4093692.2	15105524.9
58000000.0	5681599.5	4099133.4	15192405.6
59000000.0	5692061.5	4104403.9	15277307.0
60000000.0	5702211.4	4109511.6	15360296.0
61000000.0	5712063.2	4114464.0	15441436.8
62000000.0	5721629.8	4119268.1	15520790.3
63000000.0	5730923.4	4123930.4	15598415.1
64000000.0	5739955.5	4128457.1	15674367.2
65000000.0	5748736.9	4132854.0	15748700.0
66000000.0	5757278.1	4137126.7	15821464.8
67000000.0	5765588.7	4141280.3	15892710.9
68000000.0	5773677.8	4145319.7	15962485.3
69000000.0	5781554.4	4149249.6	16030833.2
70000000.0	5789226.5	4153074.4	16097814.8
71000000.0	5796702.2	4156798.3	16163898.8
72000000.0	5803988.8	4160425.1	16228676.0
73000000.0	5811093.4	4163958.6	16292184.8
74000000.0	5818022.8	4167402.5	16354462.2
75000000.0	5824783.3	4170760.0	16415543.5
76000000.0	5831381.0	4174034.3	16475463.1
77000000.0	5837821.9	4177228.6	16534253.7
78000000.0	5844111.3	4180345.6	16591947.0
79000000.0	5850254.6	4183388.3	16648573.5
80000000.0	5856256.8	4186359.1	16704162.5
81000000.0	5862122.7	4189260.7	16758742.2
82000000.0	5867857.0	4192095.4	16812339.9
83000000.0	5873463.9	4194865.5	16864982.0
84000000.0	5878947.7	4197573.2	16916693.8
85000000.0	5884312.4	4200220.6	16967499.6
86000000.0	5889561.8	4202809.6	17017423.2
87000000.0	5894699.6	4205342.2	17066487.4
88000000.0	5899729.3	4207820.2	17114714.1
89000000.0	5904654.4	4210245.4	17162124.7
90000000.0	5909478.0	4212619.3	17208739.7
91000000.0	5914203.2	4214943.7	17254578.9
92000000.0	5918833.1	4217220.1	17299661.6
93000000.0	5923370.4	4219449.9	17344006.4
94000000.0	5927817.9	4221634.5	17387631.3
95000000.0	5932178.4	4223775.3	17430553.6
96000000.0	5936454.2	4225873.7	17472790.2
97000000.0	5940647.8	4227930.8	17514357.4
98000000.0	5944761.6	4229947.9	17555271.0
99000000.0	5948797.9	4231926.1	17595546.4
100000000.0	5952758.8	4233866.5	17635198.3
101000000.0	5956646.4	4235770.3	17674241.1
102000000.0	5960462.7	4237638.3	17712688.7
103000000.0	5964209.7	4239471.8	17750554.8
104000000.0	5967889.2	4241271.5	17787852.3
105000000.0	5971503.0	4243038.4	17824593.9
106000000.0	5975053.0	4244773.4	17860792.1
107000000.0	5978540.7	4246477.3	17896458.9
108000000.0	5981967.8	4248151.1	17931605.7
109000000.0	5985335.8	4249795.4	17966244.0
110000000.0	5988646.3	4251411.1	18000384.6
111000000.0	5991900.8	4252998.8	18034038.3
112000000.0	5995100.5	4254559.4	18067215.3
113000000.0	5998247.0	4256093.4	18099925.8
114000000.0	6001341.5	4257601.6	18132179.5
115000000.0	6004385.4	4259084.7	18163986.0
116000000.0	6007379.7	4260543.2	18195354.4
117000000.0	6010325.8	4261977.7	18226293.8
118000000.0	6013224.8	4263388.8	18256812.9
119000000.0	6016077.8	4264777.2	18286920.2
120000000.0	6018885.9	4266143.3	18316624.0
121000000.0	6021650.1	4267487.6	18345932.3
122000000.0	6024371.5	4268810.8	18374853.1
123000000.0	6027051.1	4270113.2	18403393.9
124000000.0	6029689.8	4271395.5	18431562.2
125000000.0	6032288.6	4272657.9	18459365.3
126000000.0	6034848.2	4273901.1	18486810.1
127000000.0	6037369.7	4275125.3	18513903.6
128000000.0	6039853.9	4276331.2	18540652.5
129000000.0	6042301.6	4277519.0	18567063.4
130000000.0	6044713.5	4278689.2	18593142.5
131000000.0	6047090.5	4279842.1	18618896.1
132000000.0	6049433.4	4280978.2	18644330.3
133000000.0	6051742.7	4282097.8	18669451.0
134000000.0	6054019.4	4283201.2	18694263.9
135000000.0	6056264.0	4284288.9	18718774.7
136000000.0	6058477.2	4285361.1	18742988.8
137000000.0	6060659.7	4286418.2	18766911.6
138000000.0	6062812.1	4287460.4	18790548.4
139000000.0	6064935.1	4288488.2	18813904.2
140000000.0	6067029.1	4289501.8	18836984.0
141000000.0	6069094.9	4290501.5	18859792.6
142000000.0	6071133.0	4291487.5	18882334.9
143000000.0	6073143.9	4292460.2	18904615.5
144000000.0	6075128.2	4293419.8	18926638.9
145000000.0	6077086.4	4294366.7	18948409.5
146000000.0	6079019.1	4295300.9	18969931.6
147000000.0	6080926.6	4296222.8	18991209.6
148000000.0	6082809.5	4297132.7	19012247.5
149000000.0	6084668.3	4298030.7	19033049.3
150000000.0	6086503.5	4298917.2	19053619.1
151000000.0	6088315.4	4299792.2	19073960.6
152000000.0	6090104.5	4300656.1	19094077.7
153000000.0	6091871.3	4301509.0	19113974.1
154000000.0	6093616.2	4302351.2	19133653.3
155000000.0	6095339.5	4303182.9	19153119.0
156000000.0	6097041.7	4304004.2	19172374.5
157000000.0	6098723.1	4304815.3	19191423.2
158000000.0	6100384.2	4305616.5	19210268.5
159000000.0	6102025.3	4306407.9	19228913.6
160000000.0	6103646.7	4307189.7	19247361.7
161000000.0	6105248.8	4307962.0	19265615.9
162000000.0	6106832.0	4308725.1	19283679.2
163000000.0	6108396.5	4309479.1	19301554.6
164000000.0	6109942.8	4310224.2	19319245.1
165000000.0	6111471.1	4310960.5	19336753.4
166000000.0	6112981.8	4311688.1	19354082.4
167000000.0	6114475.0	4312407.3	19371234.8
168000000.0	6115951.3	4313118.2	19388213.4
169000000.0	6117410.7	4313820.9	19405020.6
170000000.0	6118853.7	4314515.5	19421659.2
171000000.0	6120280.5	4315202.2	19438131.7
172000000.0	6121691.3	4315881.2	19454440.4
173000000.0	6123086.5	4316552.5	19470588.0
174000000.0	6124466.2	4317216.4	19486576.6
175000000.0	6125830.8	4317872.8	19502408.7
176000000.0	6127180.5	4318522.0	19518086.6
177000000.0	6128515.5	4319164.0	19533612.4
178000000.0	6129836.1	4319799.0	19548988.5
179000000.0	6131142.6	4320427.1	19564216.9
180000000.0	6132435.0	4321048.4	19579299.8
181000000.0	6133713.7	4321663.0	19594239.2
182000000.0	6134978.9	4322271.0	19609037.2
183000000.0	6136230.7	4322872.5	19623695.8
184000000.0	6137469.5	4323467.7	19638217.0
185000000.0	6138695.3	4324056.6	19652602.6
186000000.0	6139908.5	4324639.3	19666854.6
187000000.0	6141109.2	4325216.0	19680974.8
188000000.0	6142297.5	4325786.6	19694965.0
189000000.0	6143473.8	4326351.4	19708827.1
190000000.0	6144638.1	4326910.4	19722562.7
