TOTAL_READS	EXPECTED_DISTINCT	LOWER_0.95CI	UPPER_0.95CI
2153000000.0	8464115.7	3517808.0	34094169.5
2154000000.0	8464132.2	3517810.7	34094461.0
2155000000.0	8464148.7	3517813.4	34094752.1
2156000000.0	8464165.2	3517816.1	34095043.0
2157000000.0	8464181.6	3517818.8	34095333.6
2158000000.0	8464198.1	3517821.6	34095624.0
2159000000.0	8464214.5	3517824.3	34095914.1
2160000000.0	8464230.9	3517827.0	34096203.9
2161000000.0	8464247.3	3517829.6	34096493.5
2162000000.0	8464263.7	3517832.3	34096782.8
2163000000.0	8464280.1	3517835.0	34097071.8
2164000000.0	8464296.5	3517837.7	34097360.6
2165000000.0	8464312.8	3517840.4	34097649.1
2166000000.0	8464329.1	3517843.1	34097937.4
2167000000.0	8464345.5	3517845.8	34098225.4
2168000000.0	8464361.8	3517848.4	34098513.1
2169000000.0	8464378.0	3517851.1	34098800.6
2170000000.0	8464394.3	3517853.8	34099087.8
2171000000.0	8464410.6	3517856.5	34099374.8
2172000000.0	8464426.8	3517859.1	34099661.5
2173000000.0	8464443.0	3517861.8	34099947.9
2174000000.0	8464459.2	3517864.5	34100234.1
2175000000.0	8464475.4	3517867.1	34100520.0
2176000000.0	8464491.6	3517869.8	34100805.7
2177000000.0	8464507.8	3517872.4	34101091.1
2178000000.0	8464523.9	3517875.1	34101376.2
2179000000.0	8464540.1	3517877.7	34101661.1
2180000000.0	8464556.2	3517880.4	34101945.8
2181000000.0	8464572.3	3517883.0	34102230.2
2182000000.0	8464588.4	3517885.7	34102514.3
2183000000.0	8464604.5	3517888.3	34102798.1
2184000000.0	8464620.5	3517891.0	34103081.8
2185000000.0	8464636.6	3517893.6	34103365.1
2186000000.0	8464652.6	3517896.2	34103648.2
2187000000.0	8464668.6	3517898.9	34103931.1
2188000000.0	8464684.6	3517901.5	34104213.7
2189000000.0	8464700.6	3517904.1	34104496.0
2190000000.0	8464716.6	3517906.8	34104778.1
2191000000.0	8464732.6	3517909.4	34105059.9
2192000000.0	8464748.5	3517912.0	34105341.5
